filepath;filename;solver;solve-time (ms);parse-time (ms);runtime (ms);IFC;inconsistent_formulas;atoms_valued_both
data\Dataset_B\sig25_50_100\srs_123.txt;srs_123.txt;ASP;39,61;1,15;40,76;43;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F20', 'F22', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49'];['A0:f', 'A1:f', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:f', 'A14:b', 'A15:b', 'A16:t', 'A17:t', 'A18:f', 'A19:b', 'A20:f', 'A21:b', 'A22:t', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_123.txt;srs_123.txt;MaxSAT;0,84;2,03;2,87;43;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F20', 'F22', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49'];['A0:f', 'A1:f', 'A2:f', 'A3:t', 'A4:f', 'A5:b', 'A6:b', 'A7:t', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:f', 'A14:f', 'A15:b', 'A16:t', 'A17:t', 'A18:f', 'A19:b', 'A20:f', 'A21:b', 'A22:t', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_124.txt;srs_124.txt;ASP;62,61;1,08;63,69;61;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F25', 'F26', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:t', 'A1:t', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_124.txt;srs_124.txt;MaxSAT;0,51;6,00;6,50;61;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F24', 'F25', 'F26', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:t', 'A1:t', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:t', 'A9:b', 'A10:t', 'A11:t', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:b', 'A17:t', 'A18:t', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_125.txt;srs_125.txt;ASP;51,27;1,12;52,39;51;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F8', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F37', 'F38', 'F39', 'F40', 'F42', 'F43', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F58', 'F59', 'F60', 'F61'];['A0:b', 'A1:f', 'A2:t', 'A3:t', 'A4:b', 'A5:f', 'A6:b', 'A7:t', 'A8:b', 'A9:t', 'A10:t', 'A11:b', 'A12:b', 'A13:t', 'A14:b', 'A15:f', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_125.txt;srs_125.txt;MaxSAT;2,43;8,04;10,47;51;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F8', 'F10', 'F12', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F37', 'F38', 'F39', 'F40', 'F42', 'F43', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F58', 'F59', 'F60', 'F61'];['A0:b', 'A1:f', 'A2:t', 'A3:t', 'A4:b', 'A5:f', 'A6:t', 'A7:t', 'A8:b', 'A9:t', 'A10:t', 'A11:b', 'A12:b', 'A13:t', 'A14:b', 'A15:f', 'A16:b', 'A17:b', 'A18:b', 'A19:t', 'A20:b', 'A21:t', 'A22:b', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_126.txt;srs_126.txt;ASP;53,75;2,04;55,79;88;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:f', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_126.txt;srs_126.txt;MaxSAT;0,00;0,00;0,00;88;['F0', 'F1', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:f', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:t', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_127.txt;srs_127.txt;ASP;46,64;0,80;47,43;55;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F22', 'F23', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F57', 'F58', 'F59', 'F60'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:t', 'A6:f', 'A7:f', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_127.txt;srs_127.txt;MaxSAT;0,98;3,03;4,01;55;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F22', 'F23', 'F25', 'F26', 'F27', 'F28', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F57', 'F58', 'F59', 'F60'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:t', 'A5:t', 'A6:f', 'A7:f', 'A8:t', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:t', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_128.txt;srs_128.txt;ASP;50,01;1,28;51,30;46;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F15', 'F16', 'F18', 'F19', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F35', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56'];['A0:b', 'A1:b', 'A2:t', 'A3:f', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:f', 'A10:b', 'A11:b', 'A12:b', 'A13:t', 'A14:b', 'A15:f', 'A16:t', 'A17:b', 'A18:b', 'A19:f', 'A20:b', 'A22:t', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_128.txt;srs_128.txt;MaxSAT;1,00;3,01;4,02;46;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F15', 'F16', 'F18', 'F19', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F32', 'F33', 'F35', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56'];['A0:b', 'A1:t', 'A2:t', 'A3:f', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:t', 'A9:f', 'A10:b', 'A11:t', 'A12:t', 'A13:t', 'A14:b', 'A15:f', 'A16:t', 'A17:b', 'A18:b', 'A19:f', 'A20:b', 'A22:t', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_129.txt;srs_129.txt;ASP;38,31;1,13;39,44;84;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F49', 'F50', 'F51', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_129.txt;srs_129.txt;MaxSAT;2,00;4,09;6,09;84;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F49', 'F50', 'F51', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:t', 'A22:b', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_13.txt;srs_13.txt;ASP;29,20;1,00;30,20;51;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:b', 'A11:b', 'A12:t', 'A13:b', 'A14:b', 'A15:b', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_13.txt;srs_13.txt;MaxSAT;0,00;9,19;9,19;51;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:t', 'A13:b', 'A14:t', 'A15:b', 'A16:t', 'A17:b', 'A18:t', 'A19:t', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:b']
data\Dataset_B\sig25_50_100\srs_130.txt;srs_130.txt;ASP;60,59;1,01;61,60;62;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F33', 'F34', 'F35', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F50', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:f', 'A9:f', 'A10:b', 'A11:b', 'A12:t', 'A13:t', 'A14:b', 'A15:t', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:b', 'A24:t']
data\Dataset_B\sig25_50_100\srs_130.txt;srs_130.txt;MaxSAT;1,03;3,11;4,14;62;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F33', 'F34', 'F35', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F50', 'F52', 'F53', 'F54', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:f', 'A6:b', 'A7:b', 'A8:f', 'A9:f', 'A10:b', 'A11:t', 'A12:t', 'A13:t', 'A14:b', 'A15:t', 'A16:t', 'A17:t', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:b', 'A23:f', 'A24:t']
data\Dataset_B\sig25_50_100\srs_131.txt;srs_131.txt;ASP;62,10;1,38;63,48;92;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91', 'F92', 'F93', 'F94', 'F95'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:f', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_131.txt;srs_131.txt;MaxSAT;0,00;1,00;1,00;92;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F74', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83', 'F84', 'F85', 'F86', 'F87', 'F88', 'F89', 'F90', 'F91', 'F92', 'F93', 'F94', 'F95'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:f', 'A8:b', 'A9:b', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:f', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_132.txt;srs_132.txt;ASP;62,56;0,64;63,20;56;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64'];['A0:b', 'A1:f', 'A2:t', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:f', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_132.txt;srs_132.txt;MaxSAT;0,00;0,00;0,00;56;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F18', 'F19', 'F20', 'F21', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F40', 'F41', 'F42', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F55', 'F56', 'F57', 'F58', 'F59', 'F60', 'F61', 'F62', 'F63', 'F64'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t', 'A10:b', 'A11:b', 'A12:b', 'A13:b', 'A14:t', 'A15:f', 'A16:t', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:f']
data\Dataset_B\sig25_50_100\srs_133.txt;srs_133.txt;ASP;131,20;1,42;132,63;71;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F18', 'F19', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F52', 'F54', 'F55', 'F56', 'F57', 'F58', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83'];['A0:t', 'A1:b', 'A2:t', 'A3:t', 'A4:f', 'A5:f', 'A6:t', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:f', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:b']
data\Dataset_B\sig25_50_100\srs_133.txt;srs_133.txt;MaxSAT;2,35;16,78;19,13;71;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F18', 'F19', 'F21', 'F22', 'F23', 'F24', 'F26', 'F27', 'F28', 'F29', 'F30', 'F31', 'F32', 'F33', 'F34', 'F35', 'F36', 'F37', 'F38', 'F39', 'F41', 'F42', 'F43', 'F44', 'F46', 'F47', 'F48', 'F49', 'F52', 'F54', 'F55', 'F56', 'F57', 'F58', 'F60', 'F61', 'F62', 'F63', 'F64', 'F65', 'F66', 'F67', 'F68', 'F69', 'F70', 'F71', 'F72', 'F73', 'F75', 'F76', 'F77', 'F78', 'F79', 'F80', 'F81', 'F82', 'F83'];['A0:t', 'A1:b', 'A2:t', 'A3:t', 'A4:f', 'A5:f', 'A6:t', 'A7:t', 'A8:b', 'A9:b', 'A10:b', 'A11:f', 'A12:b', 'A13:b', 'A14:b', 'A15:b', 'A16:b', 'A17:b', 'A18:b', 'A19:b', 'A20:b', 'A21:b', 'A22:t', 'A23:t', 'A24:t']
data\Dataset_B\sig25_50_100\srs_134.txt;srs_134.txt;ASP;41,50;1,00;42,50;51;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24', 'F25', 'F26', 'F27', 'F28', 'F29', 'F30', 'F32', 'F34', 'F35', 'F36', 'F37', 'F38', 'F40', 'F42', 'F43', 'F44', 'F45', 'F46', 'F47', 'F48', 'F49', 'F50', 'F51', 'F52', 'F53', 'F54', 'F55', 'F56'];['A0:t', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b', 'A10:t', 'A11:b', 'A12:b', 'A13:b', 'A14:b', 'A15:t', 'A16:b', 'A17:f', 'A18:f', 'A19:b', 'A20:b', 'A21:f', 'A22:b', 'A23:b', 'A24:b']
